agegroup,Date,Sex,Active_Cases,Active_numbers,Active_Numbers_Female,Active_Numbers_Male,Cases,Cases_Female,Cases_Male,Daily_Recovered,Number of Records,Zero
90+,3/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,4/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,5/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,6/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,7/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,8/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,9/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,10/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,11/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,12/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,13/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,14/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,15/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,16/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,17/04/2020,Male,0,0,0,0,0,0,0,0,1,0
90+,18/04/2020,Male,2,2,0,2,1,0,1,,1,0
90+,19/04/2020,Male,1,1,0,1,,0,,,1,0
90+,20/04/2020,Male,1,1,0,1,,0,,,1,0
90+,21/04/2020,Male,1,1,0,1,,0,,,1,0
90+,22/04/2020,Male,1,1,0,1,,0,,,1,0
90+,23/04/2020,Male,1,1,0,1,,0,,,1,0
90+,24/04/2020,Male,1,1,0,1,,0,,,1,0
90+,25/04/2020,Male,1,1,0,1,,0,,,1,0
90+,26/04/2020,Male,1,1,0,1,,0,,,1,0
90+,27/04/2020,Male,1,1,0,1,,0,,,1,0
90+,28/04/2020,Male,1,1,0,1,,0,,,1,0
90+,29/04/2020,Male,1,1,0,1,,0,,,1,0
90+,30/04/2020,Male,1,1,0,1,,0,,,1,0
90+,1/05/2020,Male,1,1,0,1,,0,,,1,0
90+,2/05/2020,Male,1,1,0,1,,0,,,1,0
90+,3/05/2020,Male,1,1,0,1,,0,,,1,0
90+,4/05/2020,Male,1,1,0,1,,0,,,1,0
90+,5/05/2020,Male,1,1,0,1,,0,,,1,0
90+,6/05/2020,Male,1,1,0,1,,0,,,1,0
90+,7/05/2020,Male,1,1,0,1,,0,,,1,0
90+,8/05/2020,Male,1,1,0,1,,0,,,1,0
90+,9/05/2020,Male,1,1,0,1,,0,,,1,0
90+,10/05/2020,Male,1,1,0,1,,0,,,1,0
90+,11/05/2020,Male,1,1,0,1,,0,,,1,0
90+,12/05/2020,Male,1,1,0,1,,0,,,1,0
90+,13/05/2020,Male,1,1,0,1,,0,,,1,0
90+,14/05/2020,Male,1,1,0,1,,0,,,1,0
90+,15/05/2020,Male,1,1,0,1,,0,,,1,0
90+,16/05/2020,Male,1,1,0,1,,0,,,1,0
90+,17/05/2020,Male,1,1,0,1,,0,,,1,0
90+,18/05/2020,Male,1,1,0,1,,0,,,1,0
90+,19/05/2020,Male,1,1,0,1,,0,,,1,0
90+,20/05/2020,Male,1,1,0,1,,0,,,1,0
90+,21/05/2020,Male,1,1,0,1,,0,,,1,0
90+,22/05/2020,Male,1,1,0,1,,0,,,1,0
90+,23/05/2020,Male,1,1,0,1,,0,,,1,0
90+,24/05/2020,Male,1,1,0,1,,0,,,1,0
90+,25/05/2020,Male,1,1,0,1,,0,,,1,0
90+,26/05/2020,Male,1,1,0,1,,0,,,1,0
90+,27/05/2020,Male,1,1,0,1,,0,,,1,0
90+,28/05/2020,Male,1,1,0,1,,0,,,1,0
90+,29/05/2020,Male,1,1,0,1,,0,,,1,0
90+,30/05/2020,Male,1,1,0,1,,0,,,1,0
90+,31/05/2020,Male,1,1,0,1,,0,,,1,0
90+,1/06/2020,Male,1,1,0,1,,0,,,1,0
90+,2/06/2020,Male,1,1,0,1,,0,,,1,0
90+,3/06/2020,Male,1,1,0,1,,0,,,1,0
90+,4/06/2020,Male,1,1,0,1,,0,,,1,0
90+,5/06/2020,Male,1,1,0,1,,0,,,1,0
90+,6/06/2020,Male,1,1,0,1,,0,,,1,0
90+,7/06/2020,Male,1,1,0,1,,0,,,1,0
90+,8/06/2020,Male,1,1,0,1,,0,,,1,0
90+,9/06/2020,Male,1,1,0,1,,0,,,1,0
90+,10/06/2020,Male,1,1,0,1,,0,,,1,0
90+,11/06/2020,Male,1,1,0,1,,0,,,1,0
90+,12/06/2020,Male,1,1,0,1,,0,,,1,0
90+,13/06/2020,Male,1,1,0,1,,0,,,1,0
90+,14/06/2020,Male,1,1,0,1,,0,,,1,0
90+,15/06/2020,Male,1,1,0,1,,0,,,1,0
90+,16/06/2020,Male,1,1,0,1,,0,,,1,0
90+,17/06/2020,Male,1,1,0,1,,0,,,1,0
90+,18/06/2020,Male,1,1,0,1,,0,,,1,0
90+,19/06/2020,Male,1,1,0,1,,0,,,1,0
90+,20/06/2020,Male,1,1,0,1,,0,,,1,0
90+,21/06/2020,Male,1,1,0,1,,0,,,1,0
90+,22/06/2020,Male,1,1,0,1,,0,,,1,0
90+,23/06/2020,Male,1,1,0,1,,0,,,1,0
90+,24/06/2020,Male,1,1,0,1,,0,,,1,0
90+,25/06/2020,Male,1,1,0,1,,0,,,1,0
90+,26/06/2020,Male,1,1,0,1,,0,,,1,0
90+,27/06/2020,Male,1,1,0,1,,0,,,1,0
90+,28/06/2020,Male,1,1,0,1,,0,,,1,0
90+,29/06/2020,Male,1,1,0,1,,0,,,1,0
90+,30/06/2020,Male,1,1,0,1,,0,,,1,0
90+,1/07/2020,Male,1,1,0,1,,0,,,1,0
90+,2/07/2020,Male,3,3,0,3,1,0,1,,1,0
90+,3/07/2020,Male,2,2,0,2,,0,,,1,0
90+,4/07/2020,Male,2,2,0,2,,0,,,1,0
90+,5/07/2020,Male,3,3,0,3,1,0,1,,1,0
90+,6/07/2020,Male,3,3,0,3,,0,,,1,0
90+,7/07/2020,Male,5,5,0,5,1,0,1,,1,0
90+,8/07/2020,Male,4,4,0,4,,0,,,1,0
90+,9/07/2020,Male,4,4,0,4,,0,,,1,0
90+,10/07/2020,Male,4,4,0,4,,0,,,1,0
90+,11/07/2020,Male,4,4,0,4,,0,,,1,0
90+,12/07/2020,Male,4,4,0,4,,0,,,1,0
90+,13/07/2020,Male,4,4,0,4,,0,,,1,0
90+,14/07/2020,Male,6,6,0,6,1,0,1,,1,0
90+,15/07/2020,Male,6,6,0,6,,0,,,1,0
90+,16/07/2020,Male,10,10,0,10,4,0,4,,1,0
90+,17/07/2020,Male,17,17,0,17,4,0,4,,1,0
90+,18/07/2020,Male,14,14,0,14,1,0,1,,1,0
90+,19/07/2020,Male,21,21,0,21,3,0,3,,1,0
90+,20/07/2020,Male,22,22,0,22,3,0,3,,1,0
90+,21/07/2020,Male,26,26,0,26,3,0,3,,1,0
90+,22/07/2020,Male,26,26,0,26,3,0,3,,1,0
90+,23/07/2020,Male,25,25,0,25,1,0,1,,1,0
90+,24/07/2020,Male,25,25,0,25,,0,,,1,0
90+,25/07/2020,Male,34,34,0,34,5,0,5,,1,0
90+,26/07/2020,Male,43,43,0,43,6,0,6,,1,0
90+,27/07/2020,Male,43,43,0,43,3,0,3,,1,0
90+,28/07/2020,Male,43,43,0,43,2,0,2,,1,0
90+,29/07/2020,Male,47,47,0,47,3,0,3,,1,0
90+,30/07/2020,Male,50,50,0,50,4,0,4,,1,0
90+,31/07/2020,Male,57,57,0,57,6,0,6,,1,0
90+,1/08/2020,Male,78,78,0,78,16,0,16,,1,0
90+,2/08/2020,Male,76,76,0,76,4,0,4,,1,0
90+,3/08/2020,Male,78,78,0,78,4,0,4,,1,0
90+,4/08/2020,Male,108,108,0,108,24,0,24,,1,0
90+,5/08/2020,Male,119,119,0,119,13,0,13,,1,0
90+,6/08/2020,Male,116,116,0,116,2,0,2,,1,0
90+,7/08/2020,Male,127,127,0,127,7,0,7,,1,0
90+,8/08/2020,Male,124,124,0,124,3,0,3,1,1,0
90+,9/08/2020,Male,123,123,0,123,1,0,1,,1,0
90+,10/08/2020,Male,137,137,0,137,10,0,10,,1,0
90+,11/08/2020,Male,135,135,0,135,2,0,2,1,1,0
90+,12/08/2020,Male,135,135,0,135,4,0,4,,1,0
90+,13/08/2020,Male,136,136,0,136,4,0,4,1,1,0
90+,14/08/2020,Male,136,136,0,136,1,0,1,,1,0
90+,15/08/2020,Male,142,142,0,142,5,0,5,,1,0
90+,16/08/2020,Male,150,150,0,150,8,0,8,,1,0
90+,17/08/2020,Male,147,147,0,147,1,0,1,,1,0
90+,18/08/2020,Male,152,152,0,152,2,0,2,,1,0
90+,19/08/2020,Male,163,163,0,163,11,0,11,,1,0
90+,20/08/2020,Male,164,164,0,164,3,0,3,,1,0
90+,21/08/2020,Male,159,159,0,159,,0,,4,1,0
90+,22/08/2020,Male,162,162,0,162,3,0,3,1,1,0
90+,23/08/2020,Male,159,159,0,159,1,0,1,2,1,0
90+,24/08/2020,Male,154,154,0,154,1,0,1,3,1,0
90+,25/08/2020,Male,153,153,0,153,1,0,1,3,1,0
90+,26/08/2020,Male,153,153,0,153,1,0,1,,1,0
90+,27/08/2020,Male,149,149,0,149,2,0,2,4,1,0
90+,28/08/2020,Male,151,151,0,151,3,0,3,,1,0
90+,29/08/2020,Male,148,148,0,148,1,0,1,5,1,0
90+,30/08/2020,Male,147,147,0,147,1,0,1,1,1,0
90+,31/08/2020,Male,145,145,0,145,,0,,2,1,0
90+,1/09/2020,Male,143,143,0,143,,0,,1,1,0
90+,2/09/2020,Male,143,143,0,143,3,0,3,5,1,0
90+,3/09/2020,Male,138,138,0,138,1,0,1,4,1,0
90+,4/09/2020,Male,130,130,0,130,,0,,6,1,0
90+,5/09/2020,Male,126,126,0,126,1,0,1,4,1,0
90+,6/09/2020,Male,122,122,0,122,,0,,1,1,0
90+,7/09/2020,Male,117,117,0,117,,0,,3,1,0
90+,8/09/2020,Male,115,115,0,115,2,0,2,3,1,0
90+,9/09/2020,Male,108,108,0,108,1,0,1,8,1,0
90+,10/09/2020,Male,102,102,0,102,,0,,5,1,0
90+,11/09/2020,Male,100,100,0,100,1,0,1,2,1,0
90+,12/09/2020,Male,90,90,0,90,,0,,9,1,0
90+,13/09/2020,Male,90,90,0,90,,0,,,1,0
90+,14/09/2020,Male,88,88,0,88,,0,,2,1,0
90+,15/09/2020,Male,89,89,0,89,1,0,1,1,1,0
90+,16/09/2020,Male,90,90,0,90,1,0,1,,1,0
90+,17/09/2020,Male,89,89,0,89,,0,,,1,0
90+,18/09/2020,Male,86,86,0,86,,0,,2,1,0
90+,19/09/2020,Male,83,83,0,83,,0,,3,1,0
90+,20/09/2020,Male,83,83,0,83,,0,,,1,0
90+,21/09/2020,Male,87,87,0,87,3,0,3,1,1,0
90+,22/09/2020,Male,83,83,0,83,,0,,2,1,0
90+,23/09/2020,Male,81,81,0,81,,0,,1,1,0
90+,24/09/2020,Male,82,82,0,82,1,0,1,1,1,0
90+,25/09/2020,Male,80,80,0,80,,0,,,1,0
90+,26/09/2020,Male,77,77,0,77,,0,,3,1,0
90+,27/09/2020,Male,77,77,0,77,,0,,,1,0
90+,28/09/2020,Male,76,76,0,76,,0,,,1,0
90+,29/09/2020,Male,76,76,0,76,,0,,,1,0
90+,30/09/2020,Male,75,75,0,75,,0,,1,1,0
90+,1/10/2020,Male,74,74,0,74,,0,,1,1,0
90+,2/10/2020,Male,73,73,0,73,,0,,1,1,0
90+,3/10/2020,Male,72,72,0,72,,0,,1,1,0
90+,4/10/2020,Male,72,72,0,72,,0,,,1,0
90+,5/10/2020,Male,72,72,0,72,,0,,,1,0
90+,6/10/2020,Male,71,71,0,71,,0,,1,1,0
90+,7/10/2020,Male,69,69,0,69,,0,,2,1,0
90+,8/10/2020,Male,69,69,0,69,,0,,,1,0
90+,9/10/2020,Male,70,70,0,70,1,0,1,,1,0
90+,10/10/2020,Male,70,70,0,70,,0,,,1,0
90+,11/10/2020,Male,70,70,0,70,,0,,,1,0
90+,12/10/2020,Male,70,70,0,70,,0,,,1,0
90+,13/10/2020,Male,70,70,0,70,,0,,,1,0
90+,14/10/2020,Male,70,70,0,70,,0,,,1,0
90+,15/10/2020,Male,70,70,0,70,,0,,,1,0
90+,16/10/2020,Male,70,70,0,70,,0,,,1,0
90+,17/10/2020,Male,70,70,0,70,,0,,,1,0
90+,18/10/2020,Male,70,70,0,70,,0,,,1,0
90+,19/10/2020,Male,69,69,0,69,,0,,,1,0
90+,20/10/2020,Male,69,69,0,69,,0,,,1,0
90+,21/10/2020,Male,69,69,0,69,,0,,,1,0
90+,22/10/2020,Male,69,69,0,69,,0,,,1,0
90+,23/10/2020,Male,69,69,0,69,,0,,,1,0
90+,24/10/2020,Male,69,69,0,69,,0,,,1,0
90+,25/10/2020,Male,69,69,0,69,,0,,,1,0
90+,26/10/2020,Male,69,69,0,69,,0,,,1,0
90+,27/10/2020,Male,69,69,0,69,,0,,,1,0
90+,28/10/2020,Male,69,69,0,69,,0,,,1,0
90+,29/10/2020,Male,69,69,0,69,,0,,,1,0
90+,30/10/2020,Male,69,69,0,69,,0,,,1,0
90+,31/10/2020,Male,69,69,0,69,,0,,,1,0
90+,1/11/2020,Male,69,69,0,69,,0,,,1,0
90+,2/11/2020,Male,69,69,0,69,,0,,,1,0
90+,3/11/2020,Male,69,69,0,69,,0,,,1,0
90+,4/11/2020,Male,69,69,0,69,,0,,,1,0
90+,5/11/2020,Male,69,69,0,69,,0,,,1,0
90+,6/11/2020,Male,69,69,0,69,,0,,,1,0
90+,7/11/2020,Male,69,69,0,69,,0,,,1,0
90+,8/11/2020,Male,69,69,0,69,,0,,,1,0
90+,9/11/2020,Male,69,69,0,69,,0,,,1,0
90+,10/11/2020,Male,69,69,0,69,,0,,,1,0
90+,11/11/2020,Male,69,69,0,69,,0,,,1,0
90+,12/11/2020,Male,69,69,0,69,,0,,,1,0
90+,13/11/2020,Male,69,69,0,69,,0,,,1,0
90+,14/11/2020,Male,69,69,0,69,,0,,,1,0
90+,15/11/2020,Male,69,69,0,69,,0,,,1,0
90+,16/11/2020,Male,69,69,0,69,,0,,,1,0
90+,17/11/2020,Male,69,69,0,69,,0,,,1,0
90+,18/11/2020,Male,69,69,0,69,,0,,,1,0
90+,19/11/2020,Male,69,69,0,69,,0,,,1,0
90+,20/11/2020,Male,69,69,0,69,,0,,,1,0
90+,21/11/2020,Male,69,69,0,69,,0,,,1,0
90+,22/11/2020,Male,69,69,0,69,,0,,,1,0
90+,23/11/2020,Male,68,68,0,68,,0,,1,1,0
90+,24/11/2020,Male,68,68,0,68,,0,,,1,0
90+,25/11/2020,Male,68,68,0,68,,0,,,1,0
90+,26/11/2020,Male,68,68,0,68,,0,,,1,0
90+,27/11/2020,Male,68,68,0,68,,0,,,1,0
90+,28/11/2020,Male,68,68,0,68,,0,,,1,0
90+,29/11/2020,Male,68,68,0,68,,0,,,1,0
90+,30/11/2020,Male,68,68,0,68,,0,,,1,0
90+,1/12/2020,Male,68,68,0,68,,0,,,1,0
90+,2/12/2020,Male,68,68,0,68,,0,,,1,0
90+,3/12/2020,Male,68,68,0,68,,0,,,1,0
90+,4/12/2020,Male,68,68,0,68,,0,,,1,0
90+,5/12/2020,Male,68,68,0,68,,0,,,1,0
90+,6/12/2020,Male,68,68,0,68,,0,,,1,0
90+,7/12/2020,Male,68,68,0,68,,0,,,1,0
90+,8/12/2020,Male,68,68,0,68,,0,,,1,0
90+,9/12/2020,Male,68,68,0,68,,0,,,1,0
90+,10/12/2020,Male,68,68,0,68,,0,,,1,0
90+,11/12/2020,Male,68,68,0,68,,0,,,1,0
90+,12/12/2020,Male,68,68,0,68,,0,,,1,0
90+,13/12/2020,Male,68,68,0,68,,0,,,1,0
90+,14/12/2020,Male,68,68,0,68,,0,,,1,0
90+,15/12/2020,Male,68,68,0,68,,0,,,1,0
90+,16/12/2020,Male,68,68,0,68,,0,,,1,0
90+,17/12/2020,Male,68,68,0,68,,0,,,1,0
90+,18/12/2020,Male,68,68,0,68,,0,,,1,0
90+,19/12/2020,Male,68,68,0,68,,0,,,1,0
90+,20/12/2020,Male,68,68,0,68,,0,,,1,0
90+,21/12/2020,Male,68,68,0,68,,0,,,1,0
90+,22/12/2020,Male,68,68,0,68,,0,,,1,0
90+,23/12/2020,Male,68,68,0,68,,0,,,1,0
90+,24/12/2020,Male,68,68,0,68,,0,,,1,0
90+,25/12/2020,Male,68,68,0,68,,0,,,1,0
90+,26/12/2020,Male,68,68,0,68,,0,,,1,0
90+,27/12/2020,Male,68,68,0,68,,0,,,1,0
90+,28/12/2020,Male,68,68,0,68,,0,,,1,0
90+,29/12/2020,Male,68,68,0,68,,0,,,1,0
90+,30/12/2020,Male,68,68,0,68,,0,,,1,0
90+,31/12/2020,Male,68,68,0,68,,0,,,1,0
90+,1/01/2021,Male,68,68,0,68,,0,,,1,0
90+,2/01/2021,Male,68,68,0,68,,0,,,1,0
90+,3/01/2021,Male,68,68,0,68,,0,,,1,0
90+,4/01/2021,Male,68,68,0,68,,0,,,1,0
90+,5/01/2021,Male,68,68,0,68,,0,,,1,0
90+,6/01/2021,Male,68,68,0,68,,0,,,1,0
90+,7/01/2021,Male,68,68,0,68,,0,,,1,0
90+,8/01/2021,Male,68,68,0,68,,0,,,1,0
90+,9/01/2021,Male,68,68,0,68,,0,,,1,0
90+,10/01/2021,Male,68,68,0,68,,0,,,1,0
90+,11/01/2021,Male,68,68,0,68,,0,,,1,0
90+,12/01/2021,Male,68,68,0,68,,0,,,1,0
90+,13/01/2021,Male,68,68,0,68,,0,,,1,0
90+,14/01/2021,Male,68,68,0,68,,0,,,1,0
90+,15/01/2021,Male,68,68,0,68,,0,,,1,0
90+,16/01/2021,Male,68,68,0,68,,0,,,1,0
90+,17/01/2021,Male,68,68,0,68,,0,,,1,0
90+,18/01/2021,Male,68,68,0,68,,0,,,1,0
90+,19/01/2021,Male,68,68,0,68,,0,,,1,0
90+,20/01/2021,Male,68,68,0,68,,0,,,1,0
90+,21/01/2021,Male,68,68,0,68,,0,,,1,0
90+,22/01/2021,Male,68,68,0,68,,0,,,1,0
90+,23/01/2021,Male,68,68,0,68,,0,,,1,0
90+,24/01/2021,Male,68,68,0,68,,0,,,1,0
90+,25/01/2021,Male,68,68,0,68,,0,,,1,0
90+,26/01/2021,Male,68,68,0,68,,0,,,1,0
90+,27/01/2021,Male,68,68,0,68,,0,,,1,0
90+,28/01/2021,Male,68,68,0,68,,0,,,1,0
90+,29/01/2021,Male,68,68,0,68,,0,,,1,0
90+,30/01/2021,Male,39,39,0,39,,0,,,1,0
90+,31/01/2021,Male,1,1,0,1,,0,,,1,0
90+,1/02/2021,Male,1,1,0,1,,0,,,1,0
90+,2/02/2021,Male,1,1,0,1,,0,,,1,0
90+,3/02/2021,Male,1,1,0,1,,0,,,1,0
90+,4/02/2021,Male,1,1,0,1,,0,,,1,0
90+,5/02/2021,Male,1,1,0,1,,0,,,1,0
90+,6/02/2021,Male,1,1,0,1,,0,,,1,0
90+,7/02/2021,Male,1,1,0,1,,0,,,1,0
90+,8/02/2021,Male,1,1,0,1,,0,,,1,0
90+,9/02/2021,Male,1,1,0,1,,0,,,1,0
90+,10/02/2021,Male,1,1,0,1,,0,,,1,0
90+,11/02/2021,Male,1,1,0,1,,0,,,1,0
90+,12/02/2021,Male,1,1,0,1,,0,,,1,0
90+,13/02/2021,Male,1,1,0,1,,0,,,1,0
90+,14/02/2021,Male,1,1,0,1,,0,,,1,0
90+,15/02/2021,Male,1,1,0,1,,0,,,1,0
90+,16/02/2021,Male,1,1,0,1,,0,,,1,0
90+,17/02/2021,Male,1,1,0,1,,0,,,1,0
90+,18/02/2021,Male,1,1,0,1,,0,,,1,0
90+,19/02/2021,Male,1,1,0,1,,0,,,1,0
90+,20/02/2021,Male,1,1,0,1,,0,,,1,0
90+,21/02/2021,Male,1,1,0,1,,0,,,1,0
90+,22/02/2021,Male,1,1,0,1,,0,,,1,0
90+,23/02/2021,Male,1,1,0,1,,0,,,1,0
90+,24/02/2021,Male,1,1,0,1,,0,,,1,0
90+,25/02/2021,Male,1,1,0,1,,0,,,1,0
90+,26/02/2021,Male,1,1,0,1,,0,,,1,0
90+,27/02/2021,Male,1,1,0,1,,0,,,1,0
90+,28/02/2021,Male,1,1,0,1,,0,,,1,0
90+,1/03/2021,Male,1,1,0,1,,0,,,1,0
90+,2/03/2021,Male,1,1,0,1,,0,,,1,0
90+,3/03/2021,Male,1,1,0,1,,0,,,1,0
90+,4/03/2021,Male,1,1,0,1,,0,,,1,0
90+,5/03/2021,Male,1,1,0,1,,0,,,1,0
90+,6/03/2021,Male,1,1,0,1,,0,,,1,0
90+,7/03/2021,Male,1,1,0,1,,0,,,1,0
90+,8/03/2021,Male,1,1,0,1,,0,,,1,0
90+,9/03/2021,Male,1,1,0,1,,0,,,1,0
90+,10/03/2021,Male,1,1,0,1,,0,,,1,0
90+,11/03/2021,Male,1,1,0,1,,0,,,1,0
90+,12/03/2021,Male,1,1,0,1,,0,,,1,0
90+,13/03/2021,Male,1,1,0,1,,0,,,1,0
90+,14/03/2021,Male,1,1,0,1,,0,,,1,0
90+,15/03/2021,Male,1,1,0,1,,0,,,1,0
90+,16/03/2021,Male,1,1,0,1,,0,,,1,0
90+,17/03/2021,Male,1,1,0,1,,0,,,1,0
90+,18/03/2021,Male,1,1,0,1,,0,,,1,0
90+,19/03/2021,Male,1,1,0,1,,0,,,1,0
90+,20/03/2021,Male,1,1,0,1,,0,,,1,0
90+,21/03/2021,Male,1,1,0,1,,0,,,1,0
90+,22/03/2021,Male,1,1,0,1,,0,,,1,0
90+,23/03/2021,Male,1,1,0,1,,0,,,1,0
90+,24/03/2021,Male,1,1,0,1,,0,,,1,0
90+,25/03/2021,Male,1,1,0,1,,0,,,1,0
90+,26/03/2021,Male,1,1,0,1,,0,,,1,0
90+,27/03/2021,Male,1,1,0,1,,0,,,1,0
90+,28/03/2021,Male,1,1,0,1,,0,,,1,0
90+,29/03/2021,Male,1,1,0,1,,0,,,1,0
90+,30/03/2021,Male,1,1,0,1,,0,,,1,0
90+,31/03/2021,Male,1,1,0,1,,0,,,1,0
90+,1/04/2021,Male,1,1,0,1,,0,,,1,0
90+,2/04/2021,Male,1,1,0,1,,0,,,1,0
90+,3/04/2021,Male,1,1,0,1,,0,,,1,0
90+,4/04/2021,Male,1,1,0,1,,0,,,1,0
90+,5/04/2021,Male,1,1,0,1,,0,,,1,0
90+,6/04/2021,Male,1,1,0,1,,0,,,1,0
90+,7/04/2021,Male,1,1,0,1,,0,,,1,0
90+,8/04/2021,Male,1,1,0,1,,0,,,1,0
90+,9/04/2021,Male,1,1,0,1,,0,,,1,0
90+,10/04/2021,Male,1,1,0,1,,0,,,1,0
90+,11/04/2021,Male,1,1,0,1,,0,,,1,0
90+,12/04/2021,Male,1,1,0,1,,0,,,1,0
90+,13/04/2021,Male,1,1,0,1,,0,,,1,0
90+,14/04/2021,Male,1,1,0,1,,0,,,1,0
90+,15/04/2021,Male,1,1,0,1,,0,,,1,0
90+,16/04/2021,Male,1,1,0,1,,0,,,1,0
90+,17/04/2021,Male,1,1,0,1,,0,,,1,0
90+,18/04/2021,Male,1,1,0,1,,0,,,1,0
90+,19/04/2021,Male,1,1,0,1,,0,,,1,0
90+,20/04/2021,Male,1,1,0,1,,0,,,1,0
90+,21/04/2021,Male,1,1,0,1,,0,,,1,0
90+,22/04/2021,Male,1,1,0,1,,0,,,1,0
90+,23/04/2021,Male,1,1,0,1,,0,,,1,0
90+,24/04/2021,Male,1,1,0,1,,0,,,1,0
90+,25/04/2021,Male,1,1,0,1,,0,,,1,0
90+,26/04/2021,Male,1,1,0,1,,0,,,1,0
90+,27/04/2021,Male,1,1,0,1,,0,,,1,0
90+,28/04/2021,Male,1,1,0,1,,0,,,1,0
90+,29/04/2021,Male,1,1,0,1,,0,,,1,0
90+,30/04/2021,Male,1,1,0,1,,0,,,1,0
90+,1/05/2021,Male,1,1,0,1,,0,,,1,0
90+,2/05/2021,Male,1,1,0,1,,0,,,1,0
90+,3/05/2021,Male,1,1,0,1,,0,,,1,0
90+,4/05/2021,Male,1,1,0,1,,0,,,1,0
90+,5/05/2021,Male,1,1,0,1,,0,,,1,0
90+,6/05/2021,Male,1,1,0,1,,0,,,1,0
90+,7/05/2021,Male,1,1,0,1,,0,,,1,0
90+,8/05/2021,Male,1,1,0,1,,0,,,1,0
90+,9/05/2021,Male,1,1,0,1,,0,,,1,0
90+,10/05/2021,Male,1,1,0,1,,0,,,1,0
90+,11/05/2021,Male,1,1,0,1,,0,,,1,0
90+,12/05/2021,Male,1,1,0,1,,0,,,1,0
90+,13/05/2021,Male,1,1,0,1,,0,,,1,0
90+,14/05/2021,Male,1,1,0,1,,0,,,1,0
90+,15/05/2021,Male,1,1,0,1,,0,,,1,0
90+,16/05/2021,Male,1,1,0,1,,0,,,1,0
90+,17/05/2021,Male,1,1,0,1,,0,,,1,0
90+,18/05/2021,Male,1,1,0,1,,0,,,1,0
90+,19/05/2021,Male,1,1,0,1,,0,,,1,0
90+,20/05/2021,Male,1,1,0,1,,0,,,1,0
90+,21/05/2021,Male,1,1,0,1,,0,,,1,0
90+,22/05/2021,Male,1,1,0,1,,0,,,1,0
90+,23/05/2021,Male,1,1,0,1,,0,,,1,0
90+,24/05/2021,Male,1,1,0,1,,0,,,1,0
90+,25/05/2021,Male,1,1,0,1,,0,,,1,0
90+,26/05/2021,Male,1,1,0,1,,0,,,1,0
90+,27/05/2021,Male,1,1,0,1,,0,,,1,0
90+,28/05/2021,Male,1,1,0,1,,0,,,1,0
90+,29/05/2021,Male,1,1,0,1,,0,,,1,0
90+,30/05/2021,Male,1,1,0,1,,0,,,1,0
90+,31/05/2021,Male,1,1,0,1,,0,,,1,0
90+,1/06/2021,Male,1,1,0,1,,0,,,1,0
90+,2/06/2021,Male,1,1,0,1,,0,,,1,0
90+,3/06/2021,Male,1,1,0,1,,0,,,1,0
90+,4/06/2021,Male,1,1,0,1,,0,,,1,0
90+,5/06/2021,Male,1,1,0,1,,0,,,1,0
90+,6/06/2021,Male,1,1,0,1,,0,,,1,0
90+,7/06/2021,Male,1,1,0,1,,0,,,1,0
90+,8/06/2021,Male,1,1,0,1,,0,,,1,0
90+,9/06/2021,Male,1,1,0,1,,0,,,1,0
90+,10/06/2021,Male,1,1,0,1,,0,,,1,0
90+,11/06/2021,Male,1,1,0,1,,0,,,1,0
90+,12/06/2021,Male,1,1,0,1,,0,,,1,0
90+,13/06/2021,Male,1,1,0,1,,0,,,1,0
90+,14/06/2021,Male,1,1,0,1,,0,,,1,0
90+,15/06/2021,Male,1,1,0,1,,0,,,1,0
90+,16/06/2021,Male,1,1,0,1,,0,,,1,0
90+,17/06/2021,Male,1,1,0,1,,0,,,1,0
90+,18/06/2021,Male,1,1,0,1,,0,,,1,0
90+,19/06/2021,Male,1,1,0,1,,0,,,1,0
90+,20/06/2021,Male,1,1,0,1,,0,,,1,0
90+,21/06/2021,Male,1,1,0,1,,0,,,1,0
90+,22/06/2021,Male,1,1,0,1,,0,,,1,0
90+,23/06/2021,Male,1,1,0,1,,0,,,1,0
90+,24/06/2021,Male,1,1,0,1,,0,,,1,0
90+,25/06/2021,Male,1,1,0,1,,0,,,1,0
90+,26/06/2021,Male,1,1,0,1,,0,,,1,0
90+,27/06/2021,Male,1,1,0,1,,0,,,1,0
90+,28/06/2021,Male,1,1,0,1,,0,,,1,0
90+,29/06/2021,Male,1,1,0,1,,0,,,1,0
90+,30/06/2021,Male,1,1,0,1,,0,,,1,0
90+,1/07/2021,Male,1,1,0,1,,0,,,1,0
90+,2/07/2021,Male,1,1,0,1,,0,,,1,0
90+,3/07/2021,Male,1,1,0,1,,0,,,1,0
