agegroup,Date,Sex,Active_Cases,Active_numbers,Active_Numbers_Female,Active_Numbers_Male,Cases,Cases_Female,Cases_Male,Daily_Recovered,Number of Records,Zero
60-69,13/02/2021,Female,,0,0,0,,,0,1,1,0
60-69,14/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,15/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,16/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,17/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,18/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,19/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,20/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,21/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,22/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,23/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,24/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,25/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,26/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,27/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,28/02/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,1/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,2/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,3/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,4/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,5/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,6/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,7/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,8/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,9/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,10/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,11/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,12/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,13/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,14/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,15/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,16/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,17/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,18/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,19/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,20/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,21/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,22/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,23/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,24/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,25/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,26/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,27/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,28/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,29/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,30/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,31/03/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,1/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,2/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,3/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,4/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,5/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,6/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,7/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,8/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,9/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,10/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,11/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,12/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,13/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,14/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,15/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,16/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,17/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,18/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,19/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,20/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,21/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,22/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,23/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,24/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,25/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,26/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,27/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,28/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,29/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,30/04/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,1/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,2/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,3/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,4/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,5/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,6/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,7/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,8/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,9/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,10/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,11/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,12/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,13/05/2021,Female,1,1,1,0,1,1,0,,1,0
60-69,14/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,15/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,16/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,17/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,18/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,19/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,20/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,21/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,22/05/2021,Female,1,1,1,0,,,0,,1,0
60-69,23/05/2021,Female,,0,0,0,,,0,1,1,0
60-69,24/05/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,25/05/2021,Female,2,2,2,0,2,2,0,,1,0
60-69,26/05/2021,Female,2,2,2,0,,,0,,1,0
60-69,27/05/2021,Female,2,2,2,0,,,0,,1,0
60-69,28/05/2021,Female,2,2,2,0,,,0,,1,0
60-69,29/05/2021,Female,2,2,2,0,,,0,,1,0
60-69,30/05/2021,Female,2,2,2,0,,,0,,1,0
60-69,31/05/2021,Female,2,2,2,0,,,0,,1,0
60-69,1/06/2021,Female,2,2,2,0,,,0,,1,0
60-69,2/06/2021,Female,2,2,2,0,,,0,,1,0
60-69,3/06/2021,Female,2,2,2,0,,,0,,1,0
60-69,4/06/2021,Female,2,2,2,0,,,0,,1,0
60-69,5/06/2021,Female,2,2,2,0,,,0,,1,0
60-69,6/06/2021,Female,2,2,2,0,,,0,,1,0
60-69,7/06/2021,Female,2,2,2,0,,,0,,1,0
60-69,8/06/2021,Female,,0,0,0,,,0,2,1,0
60-69,9/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,10/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,11/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,12/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,13/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,14/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,15/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,16/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,17/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,18/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,19/06/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,20/06/2021,Female,1,1,1,0,1,1,0,,1,0
60-69,21/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,22/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,23/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,24/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,25/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,26/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,27/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,28/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,29/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,30/06/2021,Female,1,1,1,0,,,0,,1,0
60-69,1/07/2021,Female,1,1,1,0,,,0,,1,0
60-69,2/07/2021,Female,1,1,1,0,,,0,,1,0
60-69,3/07/2021,Female,,0,0,0,,,0,1,1,0
60-69,4/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,5/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,6/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,7/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,8/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,9/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,10/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,11/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,12/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,13/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,14/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,15/07/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,16/07/2021,Female,1,1,1,0,1,1,0,,1,0
60-69,17/07/2021,Female,2,2,2,0,1,1,0,,1,0
60-69,18/07/2021,Female,2,2,2,0,,,0,,1,0
60-69,19/07/2021,Female,2,2,2,0,,,0,,1,0
60-69,20/07/2021,Female,2,2,2,0,,,0,,1,0
60-69,21/07/2021,Female,2,2,2,0,,,0,,1,0
60-69,22/07/2021,Female,2,2,2,0,,,0,,1,0
60-69,23/07/2021,Female,2,2,2,0,,,0,,1,0
60-69,24/07/2021,Female,3,3,3,0,1,1,0,,1,0
60-69,25/07/2021,Female,4,4,4,0,1,1,0,,1,0
60-69,26/07/2021,Female,5,5,5,0,1,1,0,,1,0
60-69,27/07/2021,Female,5,5,5,0,,,0,,1,0
60-69,28/07/2021,Female,5,5,5,0,,,0,,1,0
60-69,29/07/2021,Female,5,5,5,0,,,0,,1,0
60-69,30/07/2021,Female,5,5,5,0,,,0,,1,0
60-69,31/07/2021,Female,5,5,5,0,,,0,,1,0
60-69,1/08/2021,Female,4,4,4,0,,,0,1,1,0
60-69,2/08/2021,Female,4,4,4,0,,,0,,1,0
60-69,3/08/2021,Female,3,3,3,0,,,0,1,1,0
60-69,4/08/2021,Female,3,3,3,0,,,0,,1,0
60-69,5/08/2021,Female,3,3,3,0,,,0,,1,0
60-69,6/08/2021,Female,3,3,3,0,,,0,,1,0
60-69,7/08/2021,Female,1,1,1,0,,,0,2,1,0
60-69,8/08/2021,Female,,0,0,0,,,0,1,1,0
60-69,9/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,10/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,11/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,12/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,13/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,14/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,15/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,16/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,17/08/2021,Female,0,0,0,0,0,0,0,0,1,0
60-69,18/08/2021,Female,2,2,2,0,2,2,0,,1,0
60-69,19/08/2021,Female,3,3,3,0,1,1,0,,1,0
60-69,20/08/2021,Female,4,4,4,0,1,1,0,,1,0
60-69,21/08/2021,Female,5,5,5,0,1,1,0,,1,0
60-69,22/08/2021,Female,6,6,6,0,1,1,0,,1,0
60-69,23/08/2021,Female,8,8,8,0,1,1,0,,1,0
60-69,24/08/2021,Female,9,9,9,0,2,2,0,,1,0
60-69,25/08/2021,Female,10,10,10,0,1,1,0,,1,0
60-69,26/08/2021,Female,15,15,15,0,5,5,0,,1,0
60-69,27/08/2021,Female,17,17,17,0,2,2,0,,1,0
60-69,28/08/2021,Female,20,20,20,0,3,3,0,,1,0
60-69,29/08/2021,Female,21,21,21,0,1,1,0,,1,0
60-69,30/08/2021,Female,22,22,22,0,1,1,0,,1,0
60-69,31/08/2021,Female,21,21,21,0,1,1,0,1,1,0
60-69,1/09/2021,Female,19,19,19,0,,,0,2,1,0
60-69,2/09/2021,Female,23,23,23,0,6,6,0,2,1,0
60-69,3/09/2021,Female,27,27,27,0,4,4,0,,1,0
60-69,4/09/2021,Female,27,27,27,0,1,1,0,1,1,0
60-69,5/09/2021,Female,30,30,30,0,4,4,0,1,1,0
60-69,6/09/2021,Female,35,35,35,0,7,7,0,2,1,0
60-69,7/09/2021,Female,39,39,39,0,5,5,0,1,1,0
60-69,8/09/2021,Female,50,50,50,0,11,11,0,,1,0
60-69,9/09/2021,Female,52,52,52,0,3,3,0,1,1,0
60-69,10/09/2021,Female,60,60,60,0,9,9,0,1,1,0
60-69,11/09/2021,Female,64,64,64,0,7,7,0,3,1,0
60-69,12/09/2021,Female,68,68,68,0,5,5,0,1,1,0
60-69,13/09/2021,Female,77,77,77,0,11,11,0,2,1,0
60-69,14/09/2021,Female,81,81,81,0,7,7,0,3,1,0
60-69,15/09/2021,Female,86,86,86,0,6,6,0,1,1,0
60-69,16/09/2021,Female,91,91,91,0,7,7,0,2,1,0
60-69,17/09/2021,Female,97,97,97,0,11,11,0,5,1,0
60-69,18/09/2021,Female,97,97,97,0,4,4,0,4,1,0
60-69,19/09/2021,Female,105,105,105,0,9,9,0,1,1,0
60-69,20/09/2021,Female,110,110,110,0,12,12,0,7,1,0
60-69,21/09/2021,Female,114,114,114,0,14,14,0,10,1,0
60-69,22/09/2021,Female,133,133,133,0,25,25,0,7,1,0
60-69,23/09/2021,Female,147,147,147,0,20,20,0,5,1,0
60-69,24/09/2021,Female,162,162,162,0,24,24,0,9,1,0
60-69,25/09/2021,Female,178,178,178,0,20,20,0,5,1,0
60-69,26/09/2021,Female,195,195,195,0,21,21,0,3,1,0
60-69,27/09/2021,Female,223,223,223,0,31,31,0,3,1,0
60-69,28/09/2021,Female,242,242,242,0,22,22,0,3,1,0
60-69,29/09/2021,Female,261,261,261,0,25,25,0,6,1,0
60-69,30/09/2021,Female,266,266,266,0,22,22,0,17,1,0
60-69,1/10/2021,Female,285,285,285,0,30,30,0,11,1,0
60-69,2/10/2021,Female,278,278,278,0,21,21,0,28,1,0
60-69,3/10/2021,Female,302,302,302,0,34,34,0,8,1,0
60-69,4/10/2021,Female,341,341,341,0,41,41,0,2,1,0
60-69,5/10/2021,Female,339,339,339,0,37,37,0,37,1,0
60-69,6/10/2021,Female,360,360,360,0,44,44,0,23,1,0
60-69,7/10/2021,Female,399,399,399,0,42,42,0,3,1,0
60-69,8/10/2021,Female,406,406,406,0,48,48,0,41,1,0
60-69,9/10/2021,Female,426,426,426,0,47,47,0,26,1,0
60-69,10/10/2021,Female,441,441,441,0,39,39,0,24,1,0
60-69,11/10/2021,Female,462,462,462,0,43,43,0,21,1,0
60-69,12/10/2021,Female,489,489,489,0,42,42,0,15,1,0
60-69,13/10/2021,Female,531,531,531,0,74,74,0,32,1,0
60-69,14/10/2021,Female,565,565,565,0,59,59,0,24,1,0
60-69,15/10/2021,Female,588,588,588,0,57,57,0,32,1,0
60-69,16/10/2021,Female,628,628,628,0,44,44,0,3,1,0
60-69,17/10/2021,Female,626,626,626,0,69,69,0,71,1,0
60-69,18/10/2021,Female,634,634,634,0,45,45,0,37,1,0
60-69,19/10/2021,Female,633,633,633,0,43,43,0,44,1,0
60-69,20/10/2021,Female,658,658,658,0,72,72,0,46,1,0
60-69,21/10/2021,Female,683,683,683,0,70,70,0,45,1,0
60-69,22/10/2021,Female,671,671,671,0,32,32,0,43,1,0
60-69,23/10/2021,Female,720,720,720,0,49,49,0,,1,0
60-69,24/10/2021,Female,709,709,709,0,29,29,0,40,1,0
60-69,25/10/2021,Female,700,700,700,0,41,41,0,49,1,0
60-69,26/10/2021,Female,688,688,688,0,43,43,0,55,1,0
60-69,27/10/2021,Female,629,629,629,0,47,47,0,106,1,0
60-69,28/10/2021,Female,677,677,677,0,51,51,0,1,1,0
60-69,29/10/2021,Female,596,596,596,0,38,38,0,119,1,0
60-69,30/10/2021,Female,619,619,619,0,25,25,0,3,1,0
60-69,31/10/2021,Female,611,611,611,0,32,32,0,39,1,0
60-69,1/11/2021,Female,546,546,546,0,43,43,0,107,1,0
60-69,2/11/2021,Female,519,519,519,0,33,33,0,61,1,0
60-69,3/11/2021,Female,501,501,501,0,39,39,0,56,1,0
60-69,4/11/2021,Female,542,542,542,0,41,41,0,,1,0
60-69,5/11/2021,Female,486,486,486,0,29,29,0,85,1,0
60-69,6/11/2021,Female,485,485,485,0,36,36,0,36,1,0
60-69,7/11/2021,Female,483,483,483,0,33,33,0,34,1,0
60-69,8/11/2021,Female,461,461,461,0,29,29,0,51,1,0
60-69,9/11/2021,Female,444,444,444,0,20,20,0,35,1,0
60-69,10/11/2021,Female,451,451,451,0,31,31,0,24,1,0
60-69,11/11/2021,Female,457,457,457,0,28,28,0,21,1,0
60-69,12/11/2021,Female,464,464,464,0,23,23,0,17,1,0
60-69,13/11/2021,Female,469,469,469,0,16,16,0,10,1,0
60-69,14/11/2021,Female,471,471,471,0,19,19,0,17,1,0
60-69,15/11/2021,Female,369,369,369,0,21,21,0,123,1,0
60-69,16/11/2021,Female,363,363,363,0,23,23,0,28,1,0
60-69,17/11/2021,Female,352,352,352,0,28,28,0,39,1,0
60-69,18/11/2021,Female,340,340,340,0,30,30,0,41,1,0
60-69,19/11/2021,Female,232,232,232,0,26,26,0,134,1,0
60-69,20/11/2021,Female,238,238,238,0,32,32,0,24,1,0
60-69,21/11/2021,Female,235,235,235,0,24,24,0,27,1,0
60-69,22/11/2021,Female,245,245,245,0,29,29,0,19,1,0
60-69,23/11/2021,Female,257,257,257,0,32,32,0,20,1,0
60-69,24/11/2021,Female,279,279,279,0,36,36,0,14,1,0
60-69,25/11/2021,Female,298,298,298,0,45,45,0,26,1,0
60-69,26/11/2021,Female,297,297,297,0,28,28,0,29,1,0
60-69,27/11/2021,Female,300,300,300,0,29,29,0,27,1,0
60-69,28/11/2021,Female,311,311,311,0,38,38,0,27,1,0
60-69,29/11/2021,Female,318,318,318,0,32,32,0,24,1,0
60-69,30/11/2021,Female,340,340,340,0,51,51,0,28,1,0
60-69,1/12/2021,Female,355,355,355,0,41,41,0,25,1,0
60-69,2/12/2021,Female,364,364,364,0,42,42,0,32,1,0
60-69,3/12/2021,Female,409,409,409,0,47,47,0,2,1,0
60-69,4/12/2021,Female,444,444,444,0,37,37,0,2,1,0
60-69,5/12/2021,Female,479,479,479,0,34,34,0,,1,0
60-69,6/12/2021,Female,375,375,375,0,36,36,0,139,1,0
60-69,7/12/2021,Female,391,391,391,0,54,54,0,38,1,0
60-69,8/12/2021,Female,418,418,418,0,51,51,0,23,1,0
60-69,9/12/2021,Female,407,407,407,0,49,49,0,59,1,0
60-69,10/12/2021,Female,432,432,432,0,55,55,0,30,1,0
60-69,11/12/2021,Female,443,443,443,0,46,46,0,34,1,0
60-69,12/12/2021,Female,456,456,456,0,57,57,0,44,1,0
60-69,13/12/2021,Female,458,458,458,0,45,45,0,43,1,0
60-69,14/12/2021,Female,463,463,463,0,36,36,0,31,1,0
60-69,15/12/2021,Female,497,497,497,0,54,54,0,20,1,0
60-69,16/12/2021,Female,517,517,517,0,61,61,0,41,1,0
60-69,17/12/2021,Female,526,526,526,0,60,60,0,51,1,0
60-69,18/12/2021,Female,535,535,535,0,52,52,0,43,1,0
60-69,19/12/2021,Female,514,514,514,0,37,37,0,58,1,0
60-69,20/12/2021,Female,502,502,502,0,42,42,0,54,1,0
60-69,21/12/2021,Female,523,523,523,0,57,57,0,36,1,0
60-69,22/12/2021,Female,539,539,539,0,64,64,0,48,1,0
60-69,23/12/2021,Female,575,575,575,0,79,79,0,43,1,0
60-69,24/12/2021,Female,576,576,576,0,59,59,0,58,1,0
60-69,25/12/2021,Female,555,555,555,0,50,50,0,70,1,0
60-69,26/12/2021,Female,534,534,534,0,37,37,0,58,1,0
60-69,27/12/2021,Female,549,549,549,0,63,63,0,48,1,0
60-69,28/12/2021,Female,598,598,598,0,99,99,0,50,1,0
60-69,29/12/2021,Female,668,668,668,0,111,111,0,41,1,0
60-69,30/12/2021,Female,738,738,738,0,134,134,0,64,1,0
60-69,31/12/2021,Female,566,566,566,0,180,180,0,353,1,0
60-69,1/01/2022,Female,731,731,731,0,165,165,0,,1,0
60-69,2/01/2022,Female,863,863,863,0,160,160,0,28,1,0
60-69,3/01/2022,Female,1068,1068,1068,0,306,306,0,99,1,0
60-69,4/01/2022,Female,1086,1086,1086,0,372,372,0,354,1,0
60-69,5/01/2022,Female,1202,1202,1202,0,417,417,0,301,1,0
60-69,6/01/2022,Female,1290,1290,1290,0,368,368,0,278,1,0
60-69,7/01/2022,Female,2074,2074,2074,0,1020,1020,0,235,1,0
60-69,8/01/2022,Female,2918,2918,2918,0,996,996,0,152,1,0
60-69,9/01/2022,Female,3352,3352,3352,0,833,833,0,401,1,0
60-69,10/01/2022,Female,3805,3805,3805,0,917,917,0,464,1,0
60-69,11/01/2022,Female,4835,4835,4835,0,1041,1041,0,11,1,0
60-69,12/01/2022,Female,5385,5385,5385,0,1059,1059,0,926,1,0
60-69,13/01/2022,Female,5753,5753,5753,0,986,986,0,355,1,0
60-69,14/01/2022,Female,5454,5454,5454,0,789,789,0,1005,1,0
60-69,15/01/2022,Female,5980,5980,5980,0,974,974,0,449,1,0
60-69,16/01/2022,Female,6283,6283,6283,0,775,775,0,451,1,0
60-69,17/01/2022,Female,6435,6435,6435,0,723,723,0,544,1,0
60-69,18/01/2022,Female,6569,6569,6569,0,717,717,0,559,1,0
60-69,19/01/2022,Female,7270,7270,7270,0,738,738,0,33,1,0
60-69,20/01/2022,Female,7449,7449,7449,0,610,610,0,431,1,0
60-69,21/01/2022,Female,6785,6785,6785,0,608,608,0,1269,1,0
60-69,22/01/2022,Female,5944,5944,5944,0,443,443,0,1283,1,0
60-69,23/01/2022,Female,5765,5765,5765,0,418,418,0,597,1,0
60-69,24/01/2022,Female,5629,5629,5629,0,469,469,0,605,1,0
60-69,25/01/2022,Female,4526,4526,4526,0,452,452,0,1555,1,0
60-69,26/01/2022,Female,3855,3855,3855,0,420,420,0,1091,1,0
60-69,27/01/2022,Female,3297,3297,3297,0,374,374,0,932,1,0
60-69,28/01/2022,Female,2555,2555,2555,0,405,405,0,1146,1,0
60-69,29/01/2022,Female,2488,2488,2488,0,320,320,0,387,1,0
60-69,30/01/2022,Female,2336,2336,2336,0,258,258,0,410,1,0
60-69,31/01/2022,Female,2128,2128,2128,0,310,310,0,516,1,0
60-69,1/02/2022,Female,2084,2084,2084,0,367,367,0,411,1,0
60-69,2/02/2022,Female,1925,1925,1925,0,293,293,0,452,1,0
60-69,3/02/2022,Female,1797,1797,1797,0,297,297,0,424,1,0
60-69,4/02/2022,Female,1718,1718,1718,0,217,217,0,296,1,0
60-69,5/02/2022,Female,1617,1617,1617,0,173,173,0,273,1,0
60-69,6/02/2022,Female,1553,1553,1553,0,213,213,0,276,1,0
60-69,7/02/2022,Female,1466,1466,1466,0,213,213,0,300,1,0
60-69,8/02/2022,Female,1413,1413,1413,0,239,239,0,292,1,0
60-69,9/02/2022,Female,1345,1345,1345,0,210,210,0,277,1,0
60-69,10/02/2022,Female,1331,1331,1331,0,217,217,0,231,1,0
60-69,11/02/2022,Female,1306,1306,1306,0,175,175,0,199,1,0
60-69,12/02/2022,Female,1264,1264,1264,0,183,183,0,222,1,0
60-69,13/02/2022,Female,1236,1236,1236,0,161,161,0,189,1,0
60-69,14/02/2022,Female,1132,1132,1132,0,136,136,0,240,1,0
60-69,15/02/2022,Female,1056,1056,1056,0,144,144,0,221,1,0
60-69,16/02/2022,Female,1001,1001,1001,0,157,157,0,210,1,0
60-69,17/02/2022,Female,947,947,947,0,134,134,0,188,1,0
60-69,18/02/2022,Female,907,907,907,0,124,124,0,164,1,0
60-69,19/02/2022,Female,860,860,860,0,101,101,0,147,1,0
60-69,20/02/2022,Female,812,812,812,0,91,91,0,139,1,0
60-69,21/02/2022,Female,866,866,866,0,118,118,0,64,1,0
60-69,22/02/2022,Female,769,769,769,0,148,148,0,245,1,0
60-69,23/02/2022,Female,780,780,780,0,161,161,0,150,1,0
60-69,24/02/2022,Female,807,807,807,0,161,161,0,134,1,0
60-69,25/02/2022,Female,803,803,803,0,117,117,0,121,1,0
60-69,26/02/2022,Female,817,817,817,0,103,103,0,89,1,0
60-69,27/02/2022,Female,824,824,824,0,106,106,0,99,1,0
60-69,28/02/2022,Female,804,804,804,0,129,129,0,149,1,0
60-69,1/03/2022,Female,771,771,771,0,113,113,0,146,1,0
60-69,2/03/2022,Female,755,755,755,0,135,135,0,151,1,0
60-69,3/03/2022,Female,805,805,805,0,133,133,0,140,1,0
70-79,28/02/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,29/02/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,1/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,2/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,3/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,4/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,5/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,6/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,7/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,8/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,9/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,10/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,11/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,12/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,13/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,14/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,15/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,16/03/2020,Female,0,0,0,0,0,0,0,0,1,0
70-79,17/03/2020,Female,1,1,1,0,1,1,0,,1,0
70-79,18/03/2020,Female,1,1,1,0,,,0,,1,0
70-79,19/03/2020,Female,3,3,3,0,2,2,0,,1,0
70-79,20/03/2020,Female,4,4,4,0,1,1,0,,1,0
70-79,21/03/2020,Female,4,4,4,0,1,1,0,1,1,0
70-79,22/03/2020,Female,5,5,5,0,1,1,0,,1,0
70-79,23/03/2020,Female,6,6,6,0,2,2,0,1,1,0
70-79,24/03/2020,Female,6,6,6,0,1,1,0,1,1,0
